"loan_type_name","property_type_name","loan_purpose_name","owner_occupancy_name","loan_amount_000s","action_taken_name","applicant_ethnicity_name","applicant_race_name_1","applicant_sex_name","applicant_income_000s","lien_status_name","population","minority_population","tract_to_msamd_income","number_of_owner_occupied_units","number_of_1_to_4_family_units","co_applicant"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",420,"1","Hispanic or Latino","White","Male",126,"Secured by a first lien",3775,33.5099983215332,205.759994506836,937,1210,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",405,"1","Not Hispanic or Latino","White","Male",225,"Secured by a first lien",6353,31.4500007629395,160.839996337891,1505,2298,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",239,"1","Not Hispanic or Latino","White","Male",58,"Secured by a first lien",4110,40,174.179992675781,1134,1680,"yes"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",182,"1","Hispanic or Latino","White","Male",37,"Secured by a first lien",5114,70.3600006103516,92.0800018310547,898,1364,"no"
"FSA/RHS-guaranteed","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",185,"0","Not Hispanic or Latino","White","Male",60,"Secured by a first lien",5430,32.3899993896484,133.619995117188,1651,2067,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",124,"0","Not Hispanic or Latino","Asian","Male",52,"Secured by a first lien",2578,65.870002746582,89.0100021362305,581,773,"yes"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",118,"1","Not Hispanic or Latino","White","Male",32,"Secured by a first lien",5623,26.4099998474121,150.059997558594,2045,2642,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",125,"1","Not Hispanic or Latino","White","Female",37,"Secured by a first lien",4299,65.9199981689453,122.690002441406,1238,1845,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",225,"0","Hispanic or Latino","White","Female",131,"Secured by a first lien",3835,32.6199989318848,118.910003662109,965,1313,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Not owner-occupied as a principal dwelling",282,"1","Not Hispanic or Latino","White","Male",135,"Secured by a first lien",798,28.5699996948242,289.609985351562,82,23,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home improvement","Owner-occupied as a principal dwelling",185,"0","Hispanic or Latino","White","Male",63,"Secured by a first lien",4796,53.5900001525879,82.7399978637695,993,1574,"yes"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",231,"1","Not Hispanic or Latino","White","Male",61,"Secured by a first lien",7849,28.5,83.3300018310547,1424,2649,"yes"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",163,"0","Hispanic or Latino","Native Hawaiian or Other Pacific Islander","Male",58,"Secured by a first lien",4523,43.3800010681152,98.0299987792969,853,1867,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",188,"1","Hispanic or Latino","White","Male",54,"Secured by a first lien",3132,65.4199981689453,84.379997253418,824,1063,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",212,"1","Not Hispanic or Latino","White","Female",62,"Secured by a first lien",4020,26.0200004577637,119.129997253418,1227,1541,"no"
"Conventional","Manufactured housing","Refinancing","Owner-occupied as a principal dwelling",95,"1","Not Hispanic or Latino","White","Male",30,"Secured by a first lien",4402,46.4099998474121,81.6900024414062,846,1347,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",170,"0","Not Hispanic or Latino","White","Male",140,"Secured by a first lien",4656,62.2000007629395,68.5199966430664,805,1564,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",263,"1","Not Hispanic or Latino","White","Male",55,"Secured by a first lien",2623,16.1599998474121,114.419998168945,849,1106,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",306,"1","Not Hispanic or Latino","White","Male",74,"Secured by a first lien",3246,22.4599990844727,124.769996643066,750,949,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",215,"1","Not Hispanic or Latino","White","Male",145,"Secured by a first lien",5491,55.3600006103516,68.0699996948242,820,1316,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",169,"1","Not Hispanic or Latino","White","Female",53,"Secured by a first lien",5075,73.1600036621094,111.25,870,1436,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",352,"0","Not Hispanic or Latino","White","Female",155,"Secured by a first lien",5370,57.1300010681152,173.600006103516,1226,1947,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",187,"1","Not Hispanic or Latino","Asian","Female",62,"Secured by a first lien",4817,79.1999969482422,92.8600006103516,764,1082,"yes"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",351,"0","Not Hispanic or Latino","White","Male",153,"Secured by a first lien",5278,12.539999961853,106.660003662109,1216,1971,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Not owner-occupied as a principal dwelling",292,"0","Not Hispanic or Latino","Asian","Male",65,"Secured by a first lien",2720,25.9599990844727,162.100006103516,821,1055,"yes"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",259,"1","Not Hispanic or Latino","White","Male",98,"Secured by a first lien",5861,27.4200000762939,139.550003051758,1832,2190,"yes"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",265,"1","Hispanic or Latino","White","Female",61,"Secured by a first lien",4483,77.8499984741211,118.169998168945,685,1168,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",765,"0","Not Hispanic or Latino","White","Male",248,"Secured by a first lien",7360,58.4900016784668,93.4700012207031,1379,2491,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",333,"1","Not Hispanic or Latino","White","Male",159,"Secured by a first lien",4130,58.5699996948242,157.360000610352,892,1352,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",250,"1","Not Hispanic or Latino","White","Female",212,"Secured by a first lien",4689,20.8799991607666,139.550003051758,1246,1597,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",152,"0","Hispanic or Latino","White","Female",32,"Secured by a first lien",2701,77.0100021362305,87.25,448,801,"no"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",320,"0","Not Hispanic or Latino","White","Female",60,"Secured by a first lien",5480,45.7999992370605,115.48999786377,825,1415,"no"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",458,"1","Not Hispanic or Latino","White","Male",117,"Secured by a first lien",6097,52.8499984741211,133.830001831055,1396,2051,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",179,"1","Not Hispanic or Latino","Asian","Female",44,"Secured by a first lien",4600,38.6300010681152,234.850006103516,859,1602,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",162,"0","Not Hispanic or Latino","Black or African American","Female",103,"Secured by a first lien",1849,49.3199996948242,108.76000213623,324,490,"yes"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",190,"1","Hispanic or Latino","White","Male",50,"Secured by a first lien",6407,48.9500007629395,103.349998474121,1165,2308,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",261,"0","Hispanic or Latino","White","Female",64,"Secured by a first lien",3806,68.7900009155273,82.6600036621094,744,1282,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",293,"1","Not Hispanic or Latino","White","Male",92,"Secured by a first lien",8307,43.0099983215332,103.980003356934,2168,2950,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",209,"1","Not Hispanic or Latino","Asian","Male",82,"Secured by a first lien",6407,48.9500007629395,103.349998474121,1165,2308,"yes"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home improvement","Owner-occupied as a principal dwelling",281,"1","Not Hispanic or Latino","Black or African American","Female",67,"Secured by a first lien",7198,32.0900001525879,107.330001831055,1408,2083,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",184,"1","Hispanic or Latino","White","Female",62,"Secured by a first lien",7548,44.1599998474121,81.129997253418,1951,2572,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",156,"1","Not Hispanic or Latino","White","Female",37,"Secured by a first lien",4534,43.4700012207031,91.0199966430664,759,1439,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",256,"1","Hispanic or Latino","White","Male",40,"Secured by a first lien",6437,71.4300003051758,77.7399978637695,1047,1688,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",248,"0","Not Hispanic or Latino","White","Male",16,"Secured by a first lien",8931,71.9700012207031,96.8300018310547,1514,2788,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",274,"1","Not Hispanic or Latino","White","Male",226,"Secured by a first lien",4429,48.810001373291,120.26000213623,795,1273,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",124,"1","Not Hispanic or Latino","White","Male",19,"Secured by a first lien",2977,73.6600036621094,79.379997253418,409,717,"yes"
